timestamp,temperature,humidity,pressure,temperature_bmp
2023-01-01 06:50:00,-0.1,71.4,1013.9,0.2
2023-01-01 07:00:00,1.0,67.6,1014.24,1.1
2023-01-01 07:10:00,0.5,72.8,1013.98,0.1
2023-01-01 07:20:00,-0.2,79.0,1013.95,0.8
2023-01-01 07:30:00,0.5,77.4,1014.12,1.3
2023-01-01 07:40:00,0.5,73.1,1013.96,1.7
2023-01-01 07:50:00,1.0,66.3,1014.79,1.1
2023-01-01 08:00:00,0.2,70.3,1015.04,1.1
2023-01-01 08:10:00,0.5,73.1,1015.54,0.2
2023-01-01 08:20:00,1.3,72.6,1015.53,1.1
2023-01-01 08:30:00,0.4,73.0,1015.72,2.0
2023-01-01 08:40:00,1.4,71.4,1016.13,2.3
2023-01-01 08:50:00,0.7,72.9,1015.01,1.8
2023-01-01 09:00:00,0.7,66.2,1014.97,2.3
2023-01-01 09:10:00,1.2,72.5,1014.47,0.8
2023-01-01 09:20:00,0.6,73.5,1013.97,0.4
2023-01-01 09:30:00,1.2,74.7,1013.73,1.8
2023-01-01 09:40:00,1.1,70.7,1014.93,2.5
2023-01-01 09:50:00,1.0,70.8,1014.07,2.0
2023-01-01 10:00:00,1.1,71.8,1014.88,1.5
2023-01-01 10:10:00,0.5,72.2,1013.73,1.1
2023-01-01 10:20:00,0.7,72.4,1013.48,0.7
2023-01-01 10:30:00,1.1,68.1,1013.58,0.7
2023-01-01 10:40:00,1.3,69.8,1014.06,1.0
2023-01-01 10:50:00,0.9,76.8,1014.7,2.5
2023-01-01 11:00:00,1.5,69.1,1014.87,1.5
2023-01-01 11:10:00,0.8,71.6,1014.81,2.1
2023-01-01 11:20:00,0.6,65.7,1014.46,0.8
2023-01-01 11:30:00,1.6,66.0,1015.14,2.4
2023-01-01 11:40:00,1.2,64.4,1015.26,1.5
2023-01-01 11:50:00,0.9,62.9,1014.07,1.3
2023-01-01 12:00:00,0.8,64.8,1013.16,0.3
2023-01-01 12:10:00,0.3,64.8,1012.76,0.7
2023-01-01 12:20:00,0.8,59.8,1012.91,1.2
2023-01-01 12:30:00,1.4,57.5,1013.09,1.3
2023-01-01 12:40:00,1.9,58.8,1013.67,2.4
2023-01-01 12:50:00,1.4,60.4,1013.27,2.7
2023-01-01 13:00:00,1.2,65.3,1013.49,2.0
2023-01-01 13:10:00,1.5,67.4,1013.75,1.6
2023-01-01 13:20:00,0.9,68.3,1013.5,2.0
2023-01-01 13:30:00,1.0,70.0,1013.77,1.0
2023-01-01 13:40:00,1.2,65.3,1013.35,0.6
2023-01-01 13:50:00,0.4,72.5,1012.98,-0.4
2023-01-01 14:00:00,-0.1,70.0,1012.84,-0.9
2023-01-01 14:10:00,-0.5,69.3,1012.18,0.3
2023-01-01 14:20:00,-0.0,66.5,1012.41,0.7
2023-01-01 14:30:00,-0.1,75.4,1012.35,-0.4
2023-01-01 14:40:00,0.3,62.5,1012.29,1.3
2023-01-01 14:50:00,1.1,63.7,1012.43,0.6
2023-01-01 15:00:00,1.2,60.5,1012.52,1.7
2023-01-01 15:10:00,1.9,57.0,1013.5,3.4
2023-01-01 15:20:00,1.8,59.2,1012.9,2.9
2023-01-01 15:30:00,1.4,61.8,1012.77,1.9
2023-01-01 15:40:00,2.0,63.0,1012.8,2.7
2023-01-01 15:50:00,1.0,64.0,1011.62,1.3
2023-01-01 16:00:00,2.0,63.9,1010.68,2.0
2023-01-01 16:10:00,0.8,59.8,1009.72,0.2
2023-01-01 16:20:00,0.2,63.8,1009.29,0.4
2023-01-01 16:30:00,0.2,66.9,1009.52,0.5
2023-01-01 16:40:00,-0.2,70.5,1008.92,-0.8
2023-01-01 16:50:00,-1.2,76.2,1008.42,-0.8
2023-01-01 17:00:00,-0.5,71.1,1009.5,-0.4
2023-01-01 17:10:00,-0.4,66.4,1009.21,-0.3
2023-01-01 17:20:00,-0.4,71.9,1009.81,0.6
2023-01-01 17:30:00,-0.2,66.3,1008.87,1.0
2023-01-01 17:40:00,-0.3,65.6,1009.0,1.2
2023-01-01 17:50:00,-0.8,68.6,1008.23,1.1
2023-01-01 18:00:00,-0.3,68.0,1007.84,-0.1
2023-01-01 18:10:00,-0.5,69.6,1008.67,-0.2
2023-01-01 18:20:00,-0.4,71.9,1007.46,-0.2
2023-01-01 18:30:00,-0.5,71.4,1007.68,-0.8
2023-01-01 18:40:00,-0.5,70.1,1007.86,-0.2
2023-01-01 18:50:00,-1.3,67.2,1007.59,-0.9
2023-01-01 19:00:00,-0.9,66.5,1006.64,-0.7
2023-01-01 19:10:00,-1.4,73.7,1006.54,-1.4
2023-01-01 19:20:00,-1.4,64.7,1006.16,-1.5
2023-01-01 19:30:00,-1.6,68.9,1006.29,-1.0
2023-01-01 19:40:00,-2.2,67.8,1006.35,-1.3
2023-01-01 19:50:00,-1.5,68.6,1007.74,-1.3
2023-01-01 20:00:00,-1.8,70.1,1007.36,-1.3
2023-01-01 20:10:00,-2.1,73.2,1006.72,-1.3
2023-01-01 20:20:00,-1.3,69.9,1006.72,-0.8
2023-01-01 20:30:00,-1.3,71.3,1006.94,-1.8
2023-01-01 20:40:00,-0.9,68.9,1007.99,-0.0
2023-01-01 20:50:00,-0.8,71.3,1008.61,-1.1
2023-01-01 21:00:00,-1.0,68.3,1008.73,-0.1
2023-01-01 21:10:00,-0.5,61.2,1009.77,-0.2
2023-01-01 21:20:00,-1.6,60.7,1008.96,-0.9
2023-01-01 21:30:00,-1.1,64.1,1008.62,-1.2
2023-01-01 21:40:00,-1.8,72.4,1008.07,-0.8
2023-01-01 21:50:00,-2.0,70.4,1007.76,-2.0
2023-01-01 22:00:00,-2.2,66.2,1006.82,-1.6
2023-01-01 22:10:00,-2.2,68.8,1007.18,-2.0
2023-01-01 22:20:00,-1.4,62.6,1007.14,-0.8
2023-01-01 22:30:00,-2.3,65.6,1006.03,-1.2
2023-01-01 22:40:00,-2.1,69.3,1005.23,-1.7
2023-01-01 22:50:00,-2.7,69.3,1005.73,-2.5
2023-01-01 23:00:00,-1.8,65.5,1006.09,-1.3
2023-01-01 23:10:00,-1.5,60.0,1007.68,-0.9
2023-01-01 23:20:00,-1.0,63.8,1009.44,0.4
2023-01-01 23:30:00,-1.2,64.3,1009.89,-0.4
2023-01-01 23:40:00,-1.6,64.3,1009.36,-0.6
2023-01-01 23:50:00,-1.6,67.4,1007.9,-1.7
2023-01-02 00:00:00,-1.6,66.8,1007.85,-1.6
2023-01-02 00:10:00,-2.2,63.9,1007.55,-1.5
2023-01-02 00:20:00,-1.7,68.4,1007.21,-1.5
2023-01-02 00:30:00,-1.9,68.1,1006.9,-0.9
2023-01-02 00:40:00,-2.2,66.0,1006.82,-2.1
2023-01-02 00:50:00,-1.8,69.1,1007.26,-1.8
2023-01-02 01:00:00,-1.7,68.1,1007.61,-0.9
2023-01-02 01:10:00,-1.4,66.3,1007.6,-0.9
2023-01-02 01:20:00,-2.3,69.0,1006.99,-2.0
2023-01-02 01:30:00,-2.5,69.5,1005.68,-2.4
2023-01-02 01:40:00,-2.1,69.8,1005.39,-1.7
2023-01-02 01:50:00,-3.1,73.9,1005.43,-3.6
2023-01-02 02:00:00,-2.1,66.7,1006.59,-2.5
2023-01-02 02:10:00,-2.0,61.5,1006.63,-2.2
2023-01-02 02:20:00,-1.7,62.9,1007.33,-1.0
2023-01-02 02:30:00,-1.6,63.3,1006.87,-1.6
2023-01-02 02:40:00,-1.6,66.0,1006.27,-2.4
2023-01-02 02:50:00,-2.4,66.1,1005.59,-1.4
2023-01-02 03:00:00,-2.0,66.1,1005.09,-2.0
2023-01-02 03:10:00,-1.8,67.9,1006.67,-0.9
2023-01-02 03:20:00,-1.4,68.1,1005.71,-1.1
2023-01-02 03:30:00,-1.2,67.1,1006.5,-1.9
2023-01-02 03:40:00,-1.6,68.1,1006.0,-1.2
2023-01-02 03:50:00,-1.4,72.9,1006.54,-1.7
2023-01-02 04:00:00,-1.8,64.1,1006.91,-2.1
2023-01-02 04:10:00,-1.6,69.3,1006.85,-0.7
2023-01-02 04:20:00,-1.7,70.1,1006.9,-1.1
2023-01-02 04:30:00,-1.9,72.5,1006.42,-2.1
2023-01-02 04:40:00,-2.2,73.2,1006.67,-2.4
2023-01-02 04:50:00,-2.2,77.4,1006.35,-1.2
2023-01-02 05:00:00,-1.8,75.0,1005.61,-2.1
2023-01-02 05:10:00,-1.7,77.9,1004.71,-2.0
2023-01-02 05:20:00,-2.0,75.1,1004.67,-2.3
2023-01-02 05:30:00,-1.7,78.4,1005.79,-1.3
2023-01-02 05:40:00,-1.9,72.0,1006.18,-1.1
2023-01-02 05:50:00,-1.5,73.8,1006.06,-1.1
2023-01-02 06:00:00,-1.6,75.7,1006.23,-1.1
2023-01-02 06:10:00,-1.4,70.4,1006.98,-1.1
2023-01-02 06:20:00,-1.5,74.5,1007.19,-0.8
2023-01-02 06:30:00,-1.4,76.5,1007.13,-0.6
2023-01-02 06:40:00,-1.4,73.2,1007.72,-1.5
2023-01-02 06:50:00,-2.4,79.9,1008.09,-1.6
2023-01-02 07:00:00,-1.3,80.7,1009.05,-0.8
2023-01-02 07:10:00,-1.3,77.4,1009.28,-0.2
2023-01-02 07:20:00,-1.6,73.3,1008.26,-1.3
2023-01-02 07:30:00,-2.3,82.7,1007.47,-1.5
2023-01-02 07:40:00,-1.7,80.2,1008.51,-0.9
2023-01-02 07:50:00,-1.3,69.0,1010.02,-0.4
2023-01-02 08:00:00,-0.3,75.9,1009.73,-0.3
2023-01-02 08:10:00,-1.7,75.8,1009.35,-1.1
2023-01-02 08:20:00,-0.9,74.8,1010.4,-0.7
2023-01-02 08:30:00,-1.0,77.9,1009.59,-1.2
2023-01-02 08:40:00,-1.0,78.1,1009.02,-0.3
2023-01-02 08:50:00,-0.6,75.9,1009.32,-0.0
2023-01-02 09:00:00,-0.2,77.4,1009.26,-0.4
2023-01-02 09:10:00,-1.5,74.9,1009.39,-0.5
2023-01-02 09:20:00,-0.2,74.0,1009.28,-0.5
2023-01-02 09:30:00,-0.6,73.0,1009.47,0.2
2023-01-02 09:40:00,0.3,70.4,1010.28,0.8
2023-01-02 09:50:00,0.4,67.5,1010.33,0.6
2023-01-02 10:00:00,0.5,66.4,1010.89,0.6
2023-01-02 10:10:00,-0.4,81.8,1009.3,-0.1
2023-01-02 10:20:00,-0.9,75.1,1009.53,-0.6
2023-01-02 10:30:00,-0.3,76.2,1008.94,0.6
2023-01-02 10:40:00,-1.1,82.4,1007.9,-0.8
2023-01-02 10:50:00,-1.0,81.7,1007.47,-0.8
2023-01-02 11:00:00,-1.2,77.3,1007.19,-1.9
2023-01-02 11:10:00,-1.2,83.2,1007.68,-1.3
2023-01-02 11:20:00,-1.3,73.6,1006.88,-1.0
2023-01-02 11:30:00,-1.8,82.2,1007.19,-0.9
2023-01-02 11:40:00,-2.2,76.9,1006.75,-0.6
2023-01-02 11:50:00,-2.3,76.6,1006.37,-1.7
2023-01-02 12:00:00,-1.3,77.7,1007.24,-0.8
2023-01-02 12:10:00,-1.1,78.2,1007.67,-0.5
2023-01-02 12:20:00,-1.4,78.0,1008.76,-0.8
2023-01-02 12:30:00,-1.3,79.7,1008.44,-0.3
2023-01-02 12:40:00,-0.7,74.6,1007.87,-1.1
2023-01-02 12:50:00,-0.9,79.3,1007.71,-0.8
2023-01-02 13:00:00,-1.1,74.7,1007.92,-0.4
2023-01-02 13:10:00,-1.0,79.1,1008.11,-0.6
2023-01-02 13:20:00,0.1,71.1,1007.41,-0.7
2023-01-02 13:30:00,-0.9,80.4,1007.44,-1.0
2023-01-02 13:40:00,-0.8,78.9,1007.58,-0.4
2023-01-02 13:50:00,-0.1,82.5,1009.44,0.8
2023-01-02 14:00:00,0.7,70.6,1010.85,1.6
2023-01-02 14:10:00,-0.4,78.9,1010.09,-0.4
2023-01-02 14:20:00,0.1,80.3,1009.81,-0.3
2023-01-02 14:30:00,-0.9,74.6,1008.79,-1.1
2023-01-02 14:40:00,-0.9,77.2,1008.46,-0.1
2023-01-02 14:50:00,-0.7,75.6,1008.56,0.6
2023-01-02 15:00:00,0.4,64.4,1009.53,0.5
2023-01-02 15:10:00,0.2,71.2,1009.12,0.7
2023-01-02 15:20:00,-1.5,85.1,1008.88,-0.5
2023-01-02 15:30:00,-2.4,87.6,1007.36,-1.7
2023-01-02 15:40:00,-1.7,78.4,1006.85,-1.2
2023-01-02 15:50:00,-2.6,82.4,1006.4,-2.3
2023-01-02 16:00:00,-1.8,80.0,1006.26,-1.9
2023-01-02 16:10:00,-2.4,79.7,1005.64,-2.3
2023-01-02 16:20:00,-1.8,76.5,1005.44,-1.8
2023-01-02 16:30:00,-2.2,75.4,1004.1,-1.6
2023-01-02 16:40:00,-2.1,78.5,1003.12,-2.2
2023-01-02 16:50:00,-1.8,67.3,1004.72,-1.8
2023-01-02 17:00:00,-2.3,79.0,1003.92,-2.0
2023-01-02 17:10:00,-2.5,78.9,1003.06,-2.2
2023-01-02 17:20:00,-2.4,71.5,1004.33,-1.4
2023-01-02 17:30:00,-1.3,73.7,1006.31,-1.0
2023-01-02 17:40:00,-1.2,69.5,1005.53,-1.5
2023-01-02 17:50:00,-1.3,69.6,1005.36,-0.9
2023-01-02 18:00:00,-1.4,77.8,1005.53,-1.2
2023-01-02 18:10:00,-0.3,72.0,1006.9,-0.1
2023-01-02 18:20:00,-1.6,77.2,1006.22,-1.3
2023-01-02 18:30:00,-1.0,72.4,1005.88,-1.3
2023-01-02 18:40:00,-1.1,71.9,1006.44,-0.6
2023-01-02 18:50:00,-1.1,72.3,1006.74,-1.0
2023-01-02 19:00:00,-1.6,70.9,1006.57,-1.2
2023-01-02 19:10:00,-0.5,60.5,1006.69,-0.5
2023-01-02 19:20:00,-1.0,66.7,1005.52,-0.6
2023-01-02 19:30:00,-1.0,70.9,1005.37,-0.9
2023-01-02 19:40:00,-1.8,64.9,1005.32,-1.5
2023-01-02 19:50:00,-1.9,72.2,1005.43,-0.5
2023-01-02 20:00:00,-0.8,66.4,1005.29,-0.8
2023-01-02 20:10:00,-1.1,62.5,1005.28,-0.8
2023-01-02 20:20:00,-1.5,60.9,1006.2,-1.2
2023-01-02 20:30:00,-1.7,65.1,1006.19,-0.9
2023-01-02 20:40:00,-1.6,74.5,1006.52,-1.9
2023-01-02 20:50:00,-1.4,69.6,1006.56,-1.0
2023-01-02 21:00:00,-1.6,70.9,1006.54,-1.2
2023-01-02 21:10:00,-1.8,75.5,1006.17,-1.0
2023-01-02 21:20:00,-1.6,75.9,1006.23,-2.0
2023-01-02 21:30:00,-1.7,79.6,1006.17,-1.2
2023-01-02 21:40:00,-1.2,76.6,1007.82,-0.2
2023-01-02 21:50:00,-0.7,73.2,1008.87,-0.5
2023-01-02 22:00:00,-0.4,70.5,1009.18,0.9
2023-01-02 22:10:00,-0.4,69.3,1008.53,-0.6
2023-01-02 22:20:00,-1.6,77.0,1007.93,-1.0
2023-01-02 22:30:00,-1.3,79.7,1008.71,-1.3
2023-01-02 22:40:00,-1.5,82.9,1008.92,-1.5
2023-01-02 22:50:00,-1.0,77.6,1009.11,-0.8
2023-01-02 23:00:00,-1.5,78.1,1007.98,-0.7
2023-01-02 23:10:00,-1.0,78.2,1008.51,0.5
2023-01-02 23:20:00,0.0,78.3,1008.68,0.6
2023-01-02 23:30:00,-1.1,82.3,1008.14,-0.3
2023-01-02 23:40:00,-0.1,74.9,1008.0,1.0
2023-01-02 23:50:00,-0.4,78.3,1008.18,-1.3
2023-01-03 00:00:00,-0.5,74.6,1008.07,-0.0
2023-01-03 00:10:00,-1.2,73.5,1007.99,-1.0
2023-01-03 00:20:00,-1.1,72.7,1007.95,0.3
2023-01-03 00:30:00,-0.8,77.5,1007.73,-0.2
2023-01-03 00:40:00,-1.8,78.5,1007.91,-1.1
2023-01-03 00:50:00,-1.2,81.1,1008.77,-0.5
2023-01-03 01:00:00,-1.7,78.6,1007.14,-1.1
2023-01-03 01:10:00,-1.9,80.8,1006.95,-0.9
2023-01-03 01:20:00,-1.4,84.3,1007.18,-0.7
2023-01-03 01:30:00,-1.3,75.1,1007.48,-0.8
2023-01-03 01:40:00,-1.5,84.7,1006.77,-0.1
2023-01-03 01:50:00,-1.2,83.6,1006.0,-0.8
2023-01-03 02:00:00,-1.2,87.5,1005.9,-0.6
2023-01-03 02:10:00,-1.3,88.2,1007.37,-1.0
2023-01-03 02:20:00,-1.9,76.8,1006.46,-1.4
2023-01-03 02:30:00,-1.8,78.5,1006.76,-0.9
2023-01-03 02:40:00,-1.4,86.6,1006.54,-1.7
2023-01-03 02:50:00,-1.5,75.3,1006.67,-0.3
2023-01-03 03:00:00,-1.7,81.3,1005.93,-1.1
2023-01-03 03:10:00,-1.8,78.8,1005.5,-2.1
2023-01-03 03:20:00,-1.3,77.8,1006.87,-0.7
2023-01-03 03:30:00,-0.9,75.3,1006.95,-1.4
2023-01-03 03:40:00,-1.2,76.4,1008.06,-1.2
2023-01-03 03:50:00,-0.7,82.2,1009.05,-1.0
2023-01-03 04:00:00,-1.1,84.5,1009.23,-0.5
2023-01-03 04:10:00,-1.2,82.0,1010.78,-1.4
2023-01-03 04:20:00,-0.4,85.4,1010.94,-0.5
2023-01-03 04:30:00,-1.3,82.9,1011.44,-1.3
2023-01-03 04:40:00,-1.2,82.8,1011.17,-1.4
2023-01-03 04:50:00,-0.5,85.7,1011.31,-0.1
2023-01-03 05:00:00,-0.9,87.1,1010.91,-0.4
2023-01-03 05:10:00,-1.0,88.2,1011.53,-0.4
2023-01-03 05:20:00,-0.8,91.6,1010.82,-1.2
2023-01-03 05:30:00,-1.3,92.2,1011.29,-0.6
2023-01-03 05:40:00,-0.8,90.7,1011.14,-1.8
2023-01-03 05:50:00,-0.7,83.9,1011.97,0.1
2023-01-03 06:00:00,0.5,83.5,1012.3,0.0
2023-01-03 06:10:00,0.4,82.4,1013.66,0.5
2023-01-03 06:20:00,1.4,79.3,1013.96,1.3
2023-01-03 06:30:00,0.6,83.6,1013.18,1.1
2023-01-03 06:40:00,1.4,85.3,1013.07,1.2
2023-01-03 06:50:00,-0.1,89.4,1012.32,0.7
2023-01-03 07:00:00,-0.5,92.0,1011.96,0.6
2023-01-03 07:10:00,0.4,98.4,1013.25,1.4
2023-01-03 07:20:00,0.6,90.7,1013.27,0.3
2023-01-03 07:30:00,-0.8,93.0,1012.99,0.3
2023-01-03 07:40:00,-0.6,96.4,1012.14,-0.0
2023-01-03 07:50:00,-1.0,98.4,1012.13,0.0
2023-01-03 08:00:00,-0.8,93.9,1011.13,0.1
2023-01-03 08:10:00,-0.8,99.5,1011.06,0.3
2023-01-03 08:20:00,-0.3,92.1,1011.1,-0.1
2023-01-03 08:30:00,-0.4,92.0,1011.89,-0.1
2023-01-03 08:40:00,-0.0,92.5,1012.52,1.5
2023-01-03 08:50:00,-0.4,93.7,1010.66,0.2
2023-01-03 09:00:00,-0.0,98.4,1011.01,-0.1
2023-01-03 09:10:00,-0.1,99.9,1011.15,0.1
2023-01-03 09:20:00,0.3,97.3,1011.19,0.5
2023-01-03 09:30:00,-0.2,95.2,1012.53,0.5
2023-01-03 09:40:00,0.0,92.0,1011.17,0.1
2023-01-03 09:50:00,-0.6,96.5,1010.54,-1.2
2023-01-03 10:00:00,-0.2,100.0,1010.92,0.1
2023-01-03 10:10:00,-0.4,100.0,1010.06,-0.4
2023-01-03 10:20:00,-0.1,95.5,1010.92,-0.7
2023-01-03 10:30:00,-0.2,98.8,1011.16,0.3
2023-01-03 10:40:00,-0.0,100.0,1011.79,0.7
2023-01-03 10:50:00,-0.2,98.5,1011.36,0.5
2023-01-03 11:00:00,-0.0,100.0,1011.96,1.0
2023-01-03 11:10:00,1.0,94.4,1012.87,0.9
2023-01-03 11:20:00,-0.6,97.0,1013.0,1.1
2023-01-03 11:30:00,0.0,100.0,1013.25,1.3
2023-01-03 11:40:00,0.8,100.0,1013.0,1.2
2023-01-03 11:50:00,0.8,100.0,1012.56,1.0
2023-01-03 12:00:00,0.6,98.4,1012.37,0.6
2023-01-03 12:10:00,0.2,98.7,1012.37,0.5
2023-01-03 12:20:00,0.3,96.8,1012.58,1.2
2023-01-03 12:30:00,0.5,99.5,1013.3,1.4
2023-01-03 12:40:00,-0.4,99.2,1012.63,0.8
2023-01-03 12:50:00,0.3,98.6,1012.58,0.2
2023-01-03 13:00:00,0.2,99.7,1013.61,0.8
2023-01-03 13:10:00,0.1,100.0,1013.04,0.0
2023-01-03 13:20:00,0.7,100.0,1012.39,1.1
2023-01-03 13:30:00,0.8,100.0,1012.73,0.3
2023-01-03 13:40:00,0.8,97.8,1013.05,1.6
2023-01-03 13:50:00,0.9,98.4,1013.22,1.4
2023-01-03 14:00:00,1.3,99.2,1014.14,1.4
2023-01-03 14:10:00,1.1,98.7,1014.68,1.4
2023-01-03 14:20:00,1.6,100.0,1015.37,1.0
2023-01-03 14:30:00,1.7,94.5,1015.6,2.1
2023-01-03 14:40:00,3.0,95.4,1017.24,2.1
2023-01-03 14:50:00,2.6,87.5,1017.12,3.8
2023-01-03 15:00:00,2.3,88.8,1015.48,2.2
2023-01-03 15:10:00,2.8,84.8,1016.77,3.5
2023-01-03 15:20:00,2.6,82.6,1016.32,2.4
2023-01-03 15:30:00,2.3,88.0,1016.42,3.0
2023-01-03 15:40:00,2.5,80.0,1017.21,3.5
2023-01-03 15:50:00,2.2,85.8,1016.6,2.6
2023-01-03 16:00:00,2.0,88.5,1015.5,2.0
2023-01-03 16:10:00,0.7,95.7,1014.39,1.2
2023-01-03 16:20:00,0.4,91.5,1013.63,-0.2
2023-01-03 16:30:00,0.7,89.1,1014.2,1.0
2023-01-03 16:40:00,0.6,85.8,1014.27,0.6
2023-01-03 16:50:00,0.9,84.2,1014.62,0.7
2023-01-03 17:00:00,-0.1,91.6,1013.76,0.5
2023-01-03 17:10:00,0.1,90.1,1012.14,0.9
2023-01-03 17:20:00,0.7,90.6,1012.1,0.8
2023-01-03 17:30:00,0.6,86.6,1011.76,0.4
2023-01-03 17:40:00,0.0,91.3,1012.08,0.9
2023-01-03 17:50:00,0.3,90.8,1012.52,0.3
2023-01-03 18:00:00,0.9,85.8,1012.76,1.1
2023-01-03 18:10:00,0.4,84.9,1013.38,0.7
2023-01-03 18:20:00,1.3,83.5,1013.29,2.2
2023-01-03 18:30:00,2.1,82.8,1013.74,2.2
2023-01-03 18:40:00,1.3,80.1,1013.52,1.8
2023-01-03 18:50:00,2.0,80.7,1013.0,2.2
2023-01-03 19:00:00,1.7,83.9,1013.42,2.2
2023-01-03 19:10:00,1.5,81.7,1013.96,2.1
2023-01-03 19:20:00,1.7,87.5,1013.43,2.3
2023-01-03 19:30:00,1.8,89.3,1013.79,1.8
2023-01-03 19:40:00,1.3,86.3,1013.65,1.5
2023-01-03 19:50:00,1.0,92.3,1013.52,0.9
2023-01-03 20:00:00,1.2,94.8,1014.05,1.8
2023-01-03 20:10:00,0.9,89.8,1012.94,1.7
2023-01-03 20:20:00,0.9,83.3,1011.92,1.1
2023-01-03 20:30:00,0.5,91.0,1010.81,1.5
2023-01-03 20:40:00,-0.2,89.2,1009.17,-0.5
2023-01-03 20:50:00,-0.4,93.2,1008.81,-0.5
2023-01-03 21:00:00,-0.9,98.9,1009.44,0.7
2023-01-03 21:10:00,-0.2,90.3,1009.09,-0.5
2023-01-03 21:20:00,-0.3,97.7,1009.21,0.2
2023-01-03 21:30:00,-0.4,93.4,1010.23,0.3
2023-01-03 21:40:00,0.1,98.0,1011.04,0.1
2023-01-03 21:50:00,-0.0,100.0,1011.1,0.1
2023-01-03 22:00:00,0.2,96.7,1011.79,1.0
2023-01-03 22:10:00,0.5,91.6,1011.98,1.1
2023-01-03 22:20:00,0.5,88.8,1011.34,1.7
2023-01-03 22:30:00,1.2,90.0,1010.78,0.7
2023-01-03 22:40:00,0.6,86.4,1009.81,1.8
2023-01-03 22:50:00,0.1,86.0,1009.42,0.1
2023-01-03 23:00:00,-0.8,95.5,1009.01,0.6
2023-01-03 23:10:00,-0.0,96.6,1009.72,-0.2
2023-01-03 23:20:00,-0.0,97.7,1010.8,1.3
2023-01-03 23:30:00,-0.1,97.2,1009.92,0.7
2023-01-03 23:40:00,-0.9,99.8,1010.29,-0.2
2023-01-03 23:50:00,-1.3,100.0,1009.51,-0.8
2023-01-04 00:00:00,-0.7,98.1,1009.89,-1.2
2023-01-04 00:10:00,-1.3,96.9,1009.69,-0.8
2023-01-04 00:20:00,-1.2,100.0,1008.76,-1.1
2023-01-04 00:30:00,-0.8,100.0,1009.09,-0.4
2023-01-04 00:40:00,-1.3,96.3,1008.65,-1.0
2023-01-04 00:50:00,-0.9,93.8,1008.17,-0.5
2023-01-04 01:00:00,-1.2,95.6,1007.63,-1.0
2023-01-04 01:10:00,-0.8,99.3,1007.26,-1.4
2023-01-04 01:20:00,-0.8,92.6,1007.56,-0.6
2023-01-04 01:30:00,-1.3,98.6,1007.38,-1.1
2023-01-04 01:40:00,-2.0,94.1,1007.67,-1.4
2023-01-04 01:50:00,-1.6,90.7,1007.86,-1.3
2023-01-04 02:00:00,-0.6,92.8,1008.63,-0.2
2023-01-04 02:10:00,-1.4,93.1,1008.52,-0.8
